Target,Stance,Text,Hashtags,Stance_Processed
fauci,NONE,MENTION Fauci is openly contradicting you.,FireFauci,1
fauci,FAVOR,For speaking the TRUTH about the Coronavirus &amp; not being bullied by MENTION  to remain silent,ThankYouDrFauci,2
fauci,AGAINST,"MENTION MENTION When the MENTION admits covid 19 is a hoax. It's the flu, just this years flu there's a new one every year. There are multiple cures, the hoax is saying there isn't. They have capitalized on ignorance to sell a lie and destroy America.",FireFauci,0
fauci,NONE,"MENTION MENTION Step up Mike, before your fuhrer kills all of us. Surely your god tells you to do the right thing. Don't be a lemming. Allegiance to a delusional dictator is not admirable. ","GOP,COVID19,coronavirus,REALITY,trump,Pence,DrFauci",1
fauci,NONE,MENTION Be smart and,FireFauci,1
fauci,AGAINST,MENTION This is disgusting. This guy has been working in the government for more then 40 years. He has been wrong on everything he has told MENTION and the American people.,FireFauci,0
fauci,NONE,"MENTION Nooo.. That would be Double-Talk Tony who said it was 'Not a big deal.' Trump, followed his lead. So, yes,",FireFauci,1
fauci,AGAINST,"MENTION This either idiot or liar.  You have to pick one, is a joke. So serious but he is on the news, doing cover shoots and throwing out baseballs at openers?? If this was so serious he would be locked in his house. But he isn’t. He rips off his mask after every interview",FauciFraud,0
fauci,FAVOR,Have we become numb to the number of Americans dying from Covid19  We must keep getting the message out there .. Science matters Listen to Anthony Fauci WearADamnMask ,"Covid19,WearADamnMask,IStandWithFauci",2
fauci,NONE,The fact that the market rose today in the middle of a pandemic with no vaccine 25% of the population unemployed with more shut downs ahead may indicate to some socialists that this may not be the indicator of economic well being we should rely on.IStandWithFauci,IStandWithFauci,1
fauci,FAVOR,MENTION Hey halfwit! I tested negative for COVID19 and the numbers in Ontario didn’t go up!,"COVID19,Ontario,DoTheRightThing,maskup,FauciIsAHero",2
fauci,NONE,"MENTION MENTION MENTION MENTION This is a joke, right? ","TrumpCrimeFamily,TrumpIsNotWell,COVID19,DrFauci",1
fauci,AGAINST,MENTION Good thing there is a video of Dr. Anthony Fauci on “Today Show” on Feb. 29 saying there was no need for Americans to change their behavior because of the Coronavirus.,FireFauci,0
fauci,NONE,"MENTION MENTION You could turn down the Republican nomination at the National Convention, therefore avoid losing to Biden.   VoteLikeYourLifeDependsOnIt because it does.","VoteLikeYourLifeDependsOnIt,TrumpOwnsEveryDeath,FauciIsAHero",1
fauci,FAVOR,"MENTION He gave a very clear answer. The chance of transmission in large gatherings is high. Any large gathering. Jordan wanted to politicize the recommendations from a non political, epidemiologist.  He was rude and out of line.  People are DYING you nitwit. Stop it.","Resist,FauciHero",2
fauci,AGAINST,"MENTION Here we go, another crazy clown 🤡 shit show !","DrFauci,COVID19",0
fauci,FAVOR,MENTION MENTION MENTION MENTION If DrFauci Dr. AnthonyFauci &amp; many other MedicalProfessionals Doctors have professional reservations about OffLabel use they have reasons &amp; don’t want to CompoundTheDanger to AmericanPeople already UnderSiege from the COVID19 coronavirus. Trump is known 2 B ,"DrFauci,AnthonyFauci,MedicalProfessionals,Doctors,OffLabel,CompoundTheDanger,AmericanPeople,UnderSiege,COVID19,coronavirus,Trump,Reckless",2
fauci,AGAINST,"MENTION I know you think DrFauci is on your side, but boy are you ever wrong. You're playing right into his hand. If you continue to listen to his partisan hacks you will not be voted into office again.","DrFauci,ReopenAmericaNow,leadership,COVID19",0
fauci,AGAINST,"MENTION No.  He failed in any due diligence of Ferguson’s bogus 14 year old model,undocumented, written as one string of text, let alone his prior mass hysteria projections.  For that alone he deserves to sacked. ",FireFauci,0
fauci,NONE,MENTION MENTION Are you so completely stupid to believe the discredited MENTION ? Have you no shame? Certainly no intellect. And to think folks once thought highly of your prospects. See MENTION. Quickly! You have important responsibilities.,FireFauci,1
fauci,NONE,MENTION Because he did! I couldn't have predicted the depths to which he has failed us!  TrumpFailedAmerica! CheetoMcAsshat DonnieDollhands AmericaorTrump FactsoverFiction DelusionalDonnie TrumpisNotWell ,"TrumpFailedAmerica,CheetoMcAsshat,DonnieDollhands,AmericaorTrump,FactsoverFiction,DelusionalDonnie,TrumpisNotWell,ByeDonJr,KidsLivesMatter,TrumpVirus,Biden2020Landslide,FauciIsAHero",1
fauci,AGAINST,MENTION This guy is a vaccine hungry swindler. He's a totalitarian nazi who has no regard for US lives.,FauciTheFraud,0
fauci,AGAINST,"MENTION “This guy Fauci, I’ve had about enough of this guy,” Sethi said at a Saturday rally to loud applause from the crowd. “I think maybe it’s time for the president to bring him into the board room and say, ‘You’re fired.’”",FireFauci,0
fauci,FAVOR,MENTION   There once was a Veep named Mike Pence Whose ridiculous lies made no sense He tried to Bull Sh*t us How bad COVID hit us But only his Base is that Dense   MikePence is praying for us - we’re doomed PenceLies - right to our face! COVID19  DrFauci is our best hope,"MikePence,PenceLies,COVID19,DrFauci",2
fauci,NONE,"So HHS is now responsible for all COVID19 data?  The same HHS responsible for housing migrant kids separated from their families? The HHS who lost kids, and couldn't reunite others with their parents?  Because I don't trust them at all. ","CDC,COVID19,HHS,IStandWithFauci",1
fauci,AGAINST,"TrumpPressBriefing  'Trump's May 1 target too optimistic for U.S. coronavirus reopening, Fauci says'  DrFauci scourged himself yesterday to try and appease Kim Jong-Trump but today he's trying to get in trouble again by the looks of it!","TrumpPressBriefing,DrFauci",0
fauci,NONE,MENTION But kids can get coronavirus and they can bring it home to their families?,"coronavirus,IStandWithFauci",1
fauci,AGAINST,MENTION MENTION MENTION MENTION Fact is Fauci has conflicts of interest with BigPharma Go read what he wrote in the NE journal of medicine back in March or the CDCs 5 planning scenarios from April. Much different tune then what Fauci says on TV.,"BigPharma,firefauci",0
fauci,FAVOR,MENTION We need to hear what DrFauci has to say about the coronavirus and the Trump Administration.,"DrFauci,coronavirus,COVID,TestAndTrace,TestingForCovid19",2
fauci,FAVOR,MENTION Still 💯 x better than TrumpLiesAmericansDie ,"TrumpLiesAmericansDie,FauciIsAHero",2
fauci,NONE,TODAY IS THE PERFECT DAY TO,FireFauci,1
fauci,FAVOR,MENTION Whomever is threatening Fauci is a dumb mutha fucker. Do they think getting rid of Fauci is going to end the TrumpVirus  Pandemic ,"TrumpVirus,Pandemic,CovidIdiots,IStandWithFauci",2
fauci,NONE,"Wow, MENTION looks like a raggedy, hot mess. Is he not well?","DrFauci,coronavirus",1
fauci,AGAINST,so let me get this straight  DrFauci told us masks dont work.  DrFauci told us masks do work.  DrFraudFauci admitted he is a liar.  Dr. Fauci can kick rocks.,"DrFauci,DrFauci,DrFraudFauci",0
fauci,FAVOR,"MENTION Lame-o president not talking about how to actually control Covid or his new agenda, hes too busy trying to pat himself on the back with relevant propaganda,his ego is a fragile and inadequate barrier between him and the real world","TrumpLiesAmericansDie,TrumpVirus,FauciIsAHero",2
fauci,AGAINST,"MENTION MENTION MENTION Coronavirus. It’s probably coincidence that DrFauci weeks after downplaying the drugs PROVEN EFFECTIVE that cost $20 and save lives, is now PROMOTING REMDESIVIR. Imagine that. I’m sure that’s all just a coincidence. I’m sure the fact that the success rate of remdesivir is 5/",DrFauci,0
fauci,FAVOR,Trump says DrFauci has made mistakes? Fucking seriously? DonaldTrump and Pence are killing Americans. “Masks have a time and pkace”another idiotic statement from the,"Trump,DrFauci,DonaldTrump,Pence,Americans,Masks,President,MeetThePress,MTP",2
fauci,AGAINST,Quarantine is for the sick - not the healthy.  Quarantining healthy people is quackery.  DrFauci is a quack.  The CDC and WHO are corrupted by the MedicalIndustrialComplex.  BillGates wants to force-vaccinate you and require PAPERS to leave your house.  Wake up! ,"Quarantine,quackery,DrFauci,CDC,WHO,MedicalIndustrialComplex,BillGates,COVID19",0
fauci,AGAINST,"I cant take this insanity anymore! COVID19 is real yes, but this whole lockdown and no school etc. IS BATCRAP INSANE! We elected MENTION in 2016, not","COVID19,DrFauci",0
fauci,NONE,MENTION MENTION Meanwhile Fauci pushes for more lockdowns.,firefauci,1
fauci,FAVOR,DrFauci is the one with the best advice as Pence and the task force try to protect the campaign instead of the people. Texas for example is a mess.,"DrFauci,COVID19",2
fauci,AGAINST,"MENTION MENTION Oh really... The average boy, girl, man and woman listen that FRAUD  MENTION","FauciTheFraud,FireFauci",0
fauci,AGAINST,"MENTION RandPaul Thank you,Thank you..just watched your question/answer session with Fauci...Loved everything you said, a dozen countries,  hundreds of millions of people have reopened schools and ZERO new transmission.AMAZING to see someone in Gov has common sense",FauciFraud,0
fauci,NONE,MENTION But not because of ChinaVirus and,"ChinaVirus,FauciTheFraud",1
fauci,NONE,"As part of his argument to relax restrictions on social distancing, DonaldTrump stated that the USA is starting to see light at the end of the tunnel. Would DrFauci please advise the President that the light he sees is a train barreling down on him...the COVID19 EXPRESS!","DonaldTrump,USA,DrFauci,President,COVID19",1
fauci,NONE,"MENTION MENTION ❤️Heart reaching story ~ Thank you MENTION &amp; CNN ~ You HONORTHEM, you SHOWTheirFaces, you SHARETheirStories. DEVASTATING 155,196+🇺🇸dead! In July alone 1,874,459 new 🇺🇸 cases TrumpHasNoPlan  COVID19  COVIDIOT AmericasGreatestMistake ","HONORTHEM,SHOWTheirFaces,SHARETheirStories,TrumpHasNoPlan,COVID19,COVIDIOT,AmericasGreatestMistake,TrumpFailsAmerica,TrustFauci",1
fauci,AGAINST,FireFauci . . . he flip flops more than a democrat on the campaign trail.  DrFauci has lost all credibility with his lack of consistency and dire warnings.,"FireFauci,democrat,DrFauci",0
fauci,NONE,MENTION MENTION Awesome video. Never underestimate the power of prayer! 🇺🇸🙏🏼,"FireBirx,FireFauci",1
fauci,AGAINST,"Am I the only one who gets a weird vibe off of Dr. Anthony Fauci, of the White House Coronavirus Task Force?","JustWondering,JustAsking,DrFauci,DrAnthonyFauci,COVID19,COVID19US,COVID19USA,COVIDー19,Coronavirus,CoronavirusTaskForce,America,USA",0
fauci,NONE,MENTION There’s a clue. ,"TrumpIncompetence,TrumpGenocide,StandWithFauci",1
fauci,NONE,MENTION I know one CDC director that will be thrilled with the pricing.   It sure beats paying $1 for Hydroxychloroquine,FauciTheFraud,1
fauci,NONE,"Dr. Fauci said malls, movies and gyms were OK on February 29th ",FireFauci,1
fauci,NONE,"DrFauci wants SCHOOLS OPEN, will he be the next target of CancelCulture ?  MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION ","DrFauci,CancelCulture,FactsMatter",1
fauci,FAVOR,"Need info on whether a plastic face guard is a SUBSTITUTE for a mask.  I see people in adverts wearing both, but when I see them in stores, it's with SHIELD only and no masks.. ","DrFauci,COVID19,QuestionOfTheDay,Masks4All",2
fauci,FAVOR,MENTION You don't agree with DrFauci? You are NOT a doctor you CovidiotInChief! TrumpPressBriefing TrumpLiesAmericansDie  COVID19 TrumpPressConference TrumpMadness  TrumpIsTheWORSTPresidentEVER ,"DrFauci,CovidiotInChief,TrumpPressBriefing,TrumpLiesAmericansDie,COVID19,TrumpPressConference,TrumpMadness,TrumpIsTheWORSTPresidentEVER,LiarInChief,CoronaVirusUpdates,TrumpCoronavirusTestFailure",2
fauci,FAVOR,"MENTION Neither should we think that RandPaul knows more about COVID19 than the experts. But given the choice, I'll bet my life on DrFauci and the other experts. It's what they do. If you follow Rand Paul's advice instead, good luck, and I'll see you on the other side.","RandPaul,COVID19,DrFauci,GOP",2
fauci,FAVOR,"MENTION MENTION Too bad pos, pathological liar, corrupt criminal donaldtrump and his kind are getting DrFauci to sell his integrity and soul...smh....losing my respect.  TrumpIsA_DANGER_ToAmerica  TrumpLiesPeopleDie  TrumpGenocide  CoronavirusPandemic ","donaldtrump,DrFauci,TrumpIsA_DANGER_ToAmerica,TrumpLiesPeopleDie,TrumpGenocide,CoronavirusPandemic,COVID19",2
fauci,FAVOR,IStandWithFauci because why the hell would I believe MENTION when he literally makes up “facts” as he goes along. ,"IStandWithFauci,TrumpLiesAmericansDie,TrumpVirus,FauciIsAHero",2
fauci,NONE,MENTION Is he cutting money still for the testing?!,IStandWithFauci,1
fauci,NONE,"Was the CDC on vacation during the burning of our cities, blocking freeways, Riots , looting ? Seems they have so much to say today. COVID19 coronavirus DrFauci MSM ","CDC,Riots,looting,COVID19,coronavirus,DrFauci,MSM,pandemic",1
fauci,FAVOR,“A risk to you is not just a risk to you. Because if you get infected you are part of the dynamic process of propagating the pandemic.”,"DrFauci,COVID19,coronavirus",2
fauci,AGAINST,MENTION Can someone stop Dr Fraudi talking? He's caused enough pain and suffering. 17m without jobs so far...,"coronavirus,FireFauci",0
fauci,NONE,.Betsy DeVirus has no plan whatsoever to safely open schools in the fall.   😡😡😡,IStandWithFauci,1
fauci,AGAINST,MENTION MENTION He gets my vote and all my dead relatives votes if he fires Fauci before November   FireFauci  FireFauci ,"FireFauci,FireFauci,FireFauci",0
fauci,NONE,Two words to Forest Trump.....Jill Karofsky! Now matter WHAT hardships the Trumpstate throws at us in these horrid times. WE WILL VOTE HIS MENTION OUT THIS YEAR! COVID19 ,"COVID19,FireTrumpNotFauci",1
fauci,NONE,"MENTION What happened to ""You're fired!"" DO IT. It's what you were voted in to do.",FireFauci,1
fauci,FAVOR,"It's time for DrFauci DrBirx &amp; other scientists &amp; medical experts on coronavirus to start having their own DAILY BRIEFINGS BUT w/o TRUMP. America must hear facts, truth &amp; medical advice w/o Trump's spin.  MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION","DrFauci,DrBirx,coronavirus",2
fauci,FAVOR,"MENTION MENTION He is saying politely that stupid Republicans (1st of all trump) refused to follow the rules regarding masks, social distancing etc.","fauci,FauciIsAHero",2
fauci,FAVOR,"COVID19 Covid_19 COVIDー19 Depression2020 PresidentTrump DrFauci RealTrump Dr Fauci has given excellent advice. He has cut the number of casualties. Health, economy &amp; 11/3/20 go together as all are learning. Take Fauci's intellect over internet hacks for what to do next.","COVID19,Covid_19,COVIDー19,Depression2020,PresidentTrump,DrFauci,RealTrump",2
fauci,AGAINST,"MENTION MENTION So Fauci is complicit is how much COVID19 spread, as he was advising the government.","COVID19,FireFauci",0
fauci,FAVOR,MENTION MENTION MENTION Why don't you go read the CDCs 5 planning scenarios for covid where they discuss the mortality rates or what Fauci wrote in the NE journal of medicine back in March before you start calling others uneducated.,"nomasks,firefauci",2
fauci,NONE,"143,000 lives lost from COVID19 pandemic and MENTION speaks for 20 minutes for the first time since April.","COVID19,pandemic,FailedPresident,TrumpVirus,IStandWithFauci",1
fauci,AGAINST,MENTION MENTION fauci has patents on 4 of the vacines.,firefauci,0
fauci,FAVOR,Trump: ''The cure can't be worse than the problem.''  Fact: Trump's Easter ''cure'' will make the problem WORSE... ,"DrFauci,DrFauciIsANationalHero,coronavirus,CoronavirusOutbreak,pandemic,COVID19,COVIDー19,Covid_19,TrumpVirus,TrumpLiesPeopleDie,EasterMassacre",2
fauci,FAVOR,"DrFauci claims he has been sidelined for speaking the truth about COVID__19   MENTION doesn’t want America to know the truth about his complete failure in handling COVID19   Trump continues to ignore the doctors and scientists, &amp; wants to put our children in harms way","DrFauci,COVID__19,COVID19",2
fauci,FAVOR,"It's clear the gotcha police were in out in full force Why does everyone hate masks? Why do they show no remorse?  The fact that hes being vilified is crazy, he certainly isn't a witch The worst thing he's ever done was try and throw a pitch!","Fauci,FauciFirstPitch,FauciHero",2
