Target,Stance,Text,Hashtags,Stance_Processed
school_closures,FAVOR,"How about instead of endangering children, you give some money to education and fix our schools' horrible technology infrastructure so they can do the same things from home. ",NotMyChild,2
Hillary Clinton,AGAINST,I would LMAO if some negro Democrat decides to run for President.,"HillaryClinton2016,HillarysBigAnnouncement,HillarysDonors",0
face_masks,FAVOR,MENTION MENTION MENTION MENTION Look a COVIDIOT TrumpDeathCult member. resist the TrumpDeathCult they want to kill us all. MENTION MENTION MENTION MENTION we need protection from the virus and domestic terrorists like anti mask guy.,"COVIDIOT,TrumpDeathCult,resist,TrumpDeathCult,Gettested,StaySafeStayHome,WearADamnMask",2
stay_at_home_orders,FAVOR,"Good morning fam, just an ernest appeal;  1. When in public let's always mask up and use sanitizer. 2. At least a cup of ginger tea in the morning and at night. 3. Let's stay home when we can. 4. Let's continue and enhance the safe practices.  COVID19 ","COVID19,StaySafeStayHome",2
fauci,FAVOR,TestingNazis didn't hear DrFauci say it makes no sense to test everyone. Those you test today could be infected tomorrow. Let's stop the TestingTestingTesting bunk.,"TestingNazis,DrFauci,TestingTestingTesting,COVID19,COVIDIOTS,MeetThePress",2
face_masks,FAVOR,"MENTION MENTION That's what some of us are doing. The anti-maskers are condemning us to a cycle of death and disease that has no end in sight. Shame on you,","MasksOff,NoMasks,NoMaskOnMe",2
stay_at_home_orders,FAVOR,"MENTION Me to 8yr old: Do you miss school? Are you excited to go back?   8yo: ALREADY?! NOOO!  Believe it or not, our kids DO love us &amp; loke being MENTION with us. Mine love having their dad wk from home.  And when school starts in Aug. they’ll be safe at home w/us then too. ",SaferAtHome,2
stay_at_home_orders,FAVOR,MENTION True that! In fact the Virus is in its much stronger avatar and it probably has learnt to adapt to the weather. This one is more dangerous than the original version. We need more preparedness and more precautions. ,"CoronaVirus,StaySafeStayHome",2
face_masks,NONE,"MENTION I am a multitasker. I will be voting Green to help them reach 5%, but I am 100% ready to put my vest and gas mask on, just been busy working nonstop as a nurse since Covid hit. Ugh.",WearADamnMask,1
fauci,NONE,I'm tired of this hoax! ,"hoax,CV19,recallwhitmer,FireFauci",1
face_masks,AGAINST,"I really think that not wearing a mask empowers others to do the same.   I think it is particular to time of day/place too. On eve  train tonight, far fewer people had them on &amp;  I was in a poorer area too. Has anyone else noticed any trends with mask compliance?","kbf,nomasks",0
fauci,NONE,MENTION MENTION Do you ever work? Or do you spend all of your time parroting Trumpian propaganda?  ComplicitCorruptGOP  GOPBetrayedAmerica  TrumpLiesAmericansDie ,"ComplicitCorruptGOP,GOPBetrayedAmerica,TrumpLiesAmericansDie,IStandWithFauci",1
fauci,AGAINST,MENTION why are you still calling Covid a pandemic?  CDC downgraded weeks ago. MENTION,FireFauci,0
Legalization of Abortion,AGAINST,If being a mother's womb isn't safe I guess neither are churches; specifically black ones,WhoIsBurningBlackChurches,0
fauci,NONE,"MENTION And when it’s perfectly safe, we’ll send them. But that’s not now. ","COVID19,TrumpFailedAmerica,TrumpKillsUs,TrumpIsNotWell,IStandWithFauci",1
fauci,AGAINST,MENTION Good thing there is a video of Dr. Anthony Fauci on “Today Show” on Feb. 29 saying there was no need for Americans to change their behavior because of the Coronavirus.,FireFauci,0
Feminist Movement,AGAINST,"If Feminism is not hypocritical fake ""equality"" then manure sprayed in pink is not fecal.  ",GamerGate,0
fauci,FAVOR,"MENTION Fixed it for you: Democrats WearAMask &amp; are SociallyDistant.  Republicans who ignore medical experts, like DrFauci, will spread COVID19 and potentially harm themselves and others.   You can't wish COVID19 away, but you can mitigate the deaths. ","WearAMask,SociallyDistant,DrFauci,COVID19,COVID19,FactsMatter,ScienceMatters",2
Feminist Movement,FAVOR,When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern?,AskHillary,2
stay_at_home_orders,AGAINST,MENTION MENTION MENTION MENTION MENTION MENTION MENTION oustFauci Looks like Chuck E. Cheese with that sh!t eating grin.. ,"oustFauci,nomoreshutdowns,ReOpenAmerica",0
fauci,FAVOR,MENTION You don't agree with DrFauci? You are NOT a doctor you CovidiotInChief! TrumpPressBriefing TrumpLiesAmericansDie  COVID19 TrumpPressConference TrumpMadness  TrumpIsTheWORSTPresidentEVER ,"DrFauci,CovidiotInChief,TrumpPressBriefing,TrumpLiesAmericansDie,COVID19,TrumpPressConference,TrumpMadness,TrumpIsTheWORSTPresidentEVER,LiarInChief,CoronaVirusUpdates,TrumpCoronavirusTestFailure",2
stay_at_home_orders,FAVOR,"I understand as social creatures we NEED to see each other IRL, but at what cost? How many more could die of COVID19 if we send our kids to a building w/thousands of other people?","COVID19,WeAreTPS,SaferAtHome",2
face_masks,NONE,MENTION MENTION 2020tRump confederate campaign slogan:     What Covid? ,WearAMask,1
Legalization of Abortion,NONE,What the leftists are doing is putting all Americans in danger!,"tcot,UniteBlue,LoveWins,LGBT,SCOTUS",1
stay_at_home_orders,NONE,🎶▶Representin MENTION MENTION  On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,FAVOR,"Trumps cronies are now making it known that there is no negative to wearing a mask.. MENTION finally wears a mask..its a shame its 3 months too late. You have already killed or permantly damanged half of of America ( physically, financially and mentally)",WearAMask,2
fauci,AGAINST,"MENTION Nothing ""supposed"" about it, Fauci is on video stating it during H1N1. He learned his lesson though, it was too effective and cost him funding for his vaccines.",FauciTheFraud,0
school_closures,NONE,So just got a survey call about opening schools in Idaho.  Some interesting questions to say the least.,CloseTheSchools,1
Atheism,FAVOR,"I think Jesus said it best when He said, ""Don't cum in me Peter.""  ",bible,2
school_closures,AGAINST,"We aren't against teachers we are just against this system. Just think, education that is a base of the future of an individual is fully dependant on apps. Ans for that schools are taking fees and  teachers aren't paid if they are unable to teach online.  ",SaveOurSchools,0
school_closures,FAVOR,"Don't let COVID19 shut down your school, move your classes online &amp; reach every student. We can organize the right tools for remote education on any level to keep your students and staff safe. Contact us Today.","COVID19,coronavirus,CDC,Quarantine,schoolclosures,CloseTheSchools",2
Feminist Movement,AGAINST,DEAR FEMINISTS  The evidence of your closeted hate is your refusal to address man-hate in feminism.  ,GamerGate,0
stay_at_home_orders,NONE,🎶▶Row the body MENTION MENTION   On trendmuzikblast MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"trendmuzikblast,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
Hillary Clinton,AGAINST,"HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol",HillaryClinton,0
school_closures,FAVOR,"To all of the Anti-Masker Moms:  Not being able to see your infected child, or infected spouse infected by your infected child while on a ventilator really sucks. But you know what sucks worse?  Casket &amp; urn shopping.","WearAMask,SchoolsMustShutdown",2
Hillary Clinton,AGAINST,"Take it easy Ed, BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016. ",BernieSanders,0
Atheism,NONE,"A kingdom has a particular culture, a way of doing things (Ed Welch).","kingdom,culture",1
school_closures,FAVOR,"MENTION MENTION Taught 30 years. I can tell you that schools are a Petri dish for germs. Kids don’t follow/understand hygiene standards like adults do, and they constantly touch one another. Normally our bodies fight it off. Not with Covid.",NotMyChild,2
Legalization of Abortion,AGAINST,"Call me an extremist, but I think dismembering babies is wrong.youthgen","extremist,dismembering",0
face_masks,FAVOR,We wouldn’t need so many ‘Rona relief measures from Congress if people just   WORE A FUCKING MASK. ,WearADamnMask,2
Hillary Clinton,NONE,"MENTION Thanks for the follow David, may God bless you and your family. ",freeallfour,1
Climate Change is a Real Concern,FAVOR,GA: AIW Support Strong Compass. Global Climate Agreement: passed ,uuaga,2
stay_at_home_orders,AGAINST,"MENTION MENTION Whichever side of the fence u sit on, this lockdown is bollocksing small independent stores. Shops that rely on browsing &amp; comparing 1 shop to another. Chain stores can survive these restrictions, but social distancing is cancerous for any other types of shops.",endthelockdown,0
stay_at_home_orders,NONE,🎶▶Watch out MENTION MENTION  On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,FAVOR,"It's ironic that some people refuse to wear a mask because they say it takes away their freedom, but when you do wear a mask, you have the freedom to go about anywhere &amp; in any store you want to.  Please WearAMask so we can beat this, then none of us will have to","WearAMask,WearADamnMask",2
stay_at_home_orders,NONE,"There is no such thing as ""SAFE"".","COVIDー19,COVID19,EndTheNightmare,endthelockdown",1
Legalization of Abortion,NONE,The Supreme Court justices are on fire this week,LoveWins,1
Hillary Clinton,NONE,Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal.,Bernie,1
Climate Change is a Real Concern,NONE,"For me watching the ideology of capitalism at work is like watching a ""train wreck"" in","ideology,capitalism,progress,Democracy,Goal,Future",1
school_closures,NONE,What a lack of intestinal fortitude MENTION you will have the deaths of Australians on your hands. When we reach 12 pages of obituaries like Italy please look in the mirror for the cause.,"lockusdown,COVID19Aus,coronavirus,CloseTheSchools",1
Climate Change is a Real Concern,NONE,vatican will be destroyed the most vile creatures ever the creators of islam sodomising children  fakestine and,"vatican,islam,sodomising,children,fakestine",1
face_masks,AGAINST,MENTION Open the schools and don’t force my healthy child to wear a mask!!!,NoMasks,0
face_masks,NONE,2. The leadership from gov on this has been appalling on this. We need a CLEAR info vid put out on SAFE mask wearing &amp; storing as I've seen some ridiculous examples of misuse which is probably worse than not wearing one!,WearAMask,1
face_masks,AGAINST,"MENTION MENTION MENTION No. The fiber of the mask has holes that are larger than the virus being carried &amp; do not protect you or others.  The N95 fails to prevent sending virus out or receiving it in.  The mask is an agenda, fear based experiment to find out how quickly people turn to","sheep,MasksOff",0
school_closures,FAVOR,"Trump doesn’t care about the 135,000 Americans that have died on his watch. His cronies have been released from prison due to the coronavirus. Do you really think he cares about our children?NotMyChild",NotMyChild,2
Feminist Movement,AGAINST,"MENTION psst, it can't get anymore equal so....now it is a joke!  SpankAFeminist  dontmancriminate ","SpankAFeminist,dontmancriminate,feminist",0
Feminist Movement,FAVOR,"Well maybe if more men learned to take ""no"" as an answer, women wouldn't have to say as much",fnm231,2
Feminist Movement,NONE,"With or without this farmer's tan, I bang bare bitches","MisogynistColloquialisms,DontSayBitch",1
face_masks,FAVOR,MENTION MENTION Good for them! So tired of reading constant stories of those who refuse to abide by mask mandates. Equally tired of abuse workers are facing to try to enforce them. ,WearADamnMask,2
face_masks,FAVOR,"And all of this is over not wearing a damn mask to buy 2 cigars?!?! Yes this pandemic is tough for all of us, and it sucks when a parent loses custody of their child, but that’s not how you handle it. There are odd, tough jobs you can still get hired on even today.",WearADamnMask,2
Legalization of Abortion,AGAINST,Thanks MENTION  Kudos to MENTION for caring about the safety of unborn children,auspol,0
face_masks,FAVOR,MENTION MENTION So the foxtrot uniform charlie kilo at least I'm wearing a MF mask. I have plenty. Worry about your germ spreading President who has no respect for the health of others. At least I respect my fellow American by wearing a mask. Do you? Good bye,WearADamnMask,2
face_masks,AGAINST,MENTION No! Stop your stupid propaganda. Get out of here you communist! Masks are worthless and it’s stupid to wear them.,"DumpDucey,NoMask",0
Hillary Clinton,AGAINST,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? HillaryEmails ,"HillaryEmails,LiarLiar",0
school_closures,NONE,"MENTION MENTION Do you think its right for the Gujarat Government to stop Private UnAided Schools from charging any fees till they reopen, while teachers are teaching online?  Looking forward to hear your thoughts? ",SaveOurSchools,1
stay_at_home_orders,FAVOR,MENTION MENTION MENTION He is one of my heroes of the T’Rump era!,"WearAMask,StaySafeStayHome",2
fauci,AGAINST,"MENTION MENTION MENTION Which Fauci? The one who on Feb 26 called travel restrictions ""irrelevant"", the one in March who minimized the pandemic on CNBC or the one who mocked the usage of masks on 60 minutes saying they don't do anything. Sounds like the dude never left the 80's ","pandemic,DrFauci",0
stay_at_home_orders,FAVOR,Most Asian restaurants I know in America are still not open for dinners to dine in other than to go but Other restaurants are open to everything. This is how you can tell Asians know how dangerous coronavirus is.  StaySafeStayHealthy ,"coronavirus,StaySafeStayHealthy,StaySafeStayHome",2
stay_at_home_orders,NONE,MENTION MENTION Bless you!!!! Thank you for having the common sense and bravery to stand up to this tyranny! We need more good men like you.,endthelockdown,1
face_masks,AGAINST,"So. MENTION doesn't want the truth told about hydroxycloriquine not only curing but preventing the Chinese virus, or that masks do NOT work. I will do my part, I can assure you.",NoMasks,0
face_masks,AGAINST,MENTION MENTION MENTION And one of those choices should be in person school with NO masks!!!,"schoolchoice,Casedemic,nomasks",0
school_closures,AGAINST,"If schools are not reopening this year, can I stop paying my school taxes?",OpenSchools,0
Climate Change is a Real Concern,NONE,"these days this I know! I implemented it years ago & simply walked away but I know, regards Dion","know,implemented,peace,Democracy,Goal",1
school_closures,FAVOR,"The shortsightedness of some people is astounding, and their fealty to Trump, disheartening.   LetSanityRule NotMyChild coronavirus ","LetSanityRule,NotMyChild,coronavirus,schoolsreopening,SchoolsMustShutdown",2
stay_at_home_orders,NONE,This pandemic is like a highlighter for stupidity,"staysafe,StaySafeStayHome",1
school_closures,AGAINST,Is shutting down schools going to affect teacher and learner's mental health?   OurFutureNeedsYou WellnessWednesday ,"OurFutureNeedsYou,WellnessWednesday,SchoolsMustShutdown",0
stay_at_home_orders,AGAINST,"MENTION If the citizens let it happen, they deserve what they get. Protest this tyranny. What are they going to do? Arrest you all? Fine you? Who is going to enforce this? LE being de-funded?  Inconsistent treatment under the law is b.s. PROTEST for Independence","PROTEST,OPENAMERICANOW",0
fauci,FAVOR,Dr. Fauci is going against Trump right in front of his face. Live. In the press conference. They HATE to see it.,"DrFauci,COVID19,TheWhiteHouse",2
Feminist Movement,AGAINST,"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""  ",GamerGate,0
stay_at_home_orders,NONE,🎶▶Hello girl MENTION On BREAKETIMESHOW MENTION MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"BREAKETIMESHOW,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,AGAINST,"MENTION The mask wearing Karens are out in force! Are they being paid to be useful idiots, are they actors? This is harassment of the highest order. I wouldn’t have given them the time of day. Dear Karen, leave us alone, keep your distance.",NoMask,0
fauci,NONE,Due to Gov Cuomo's decisions to place CoVid patients back into nursing homes.,FireFauci,1
stay_at_home_orders,NONE,🎶▶Superstar MENTION  On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
face_masks,AGAINST,MENTION MENTION MENTION MENTION MENTION MENTION MENTION I would like all of you that say that masks make a difference to show me some data proving that fact.,NoMasks,0
school_closures,FAVOR,"MENTION MENTION MENTION MENTION The decisions to open schools are being made by over paid people  who don't enter schools, while on remote Zoom meetings!",NotMyChild,2
stay_at_home_orders,NONE,I know you should not equate money to life   but because death seems to be the currency everyone is dealing in at the moment   at current Government spending on this crisis  every UK COVID19  death has cost approx £6.5 Million !!! ,"COVID19,endthelockdown",1
Atheism,AGAINST,Therefore Iwilllook unto theLord; Iwill wait for the God of my salvation: my Godwillhear me. Micah 7:7,"tcot,pjnet,ccot",0
school_closures,FAVOR,"Young people are dying in schools, please close those doors.",SchoolsMustShutdown,2
Feminist Movement,AGAINST,"If masculinity is toxic, then I must be a nuclear waste facility.","gamergate,dumbfeminist",0
Atheism,NONE,''They tried to bury us. They didn't know we were,"seeds,MexicanProverb,Tolerance,Coexistence,peace,Liberty,OneWorld",1
fauci,FAVOR,"MENTION MENTION My state, which is Indiana. Had 200 new deaths.  And, Coronavirus cases are now rising. My state has a total of nearly 54,000 cases. My child will continue elearning. I will protect my child.","TrumpIsNotWell,IStandWithFauci",2
face_masks,FAVOR,"MENTION MENTION MENTION MENTION Thank you. I'm nowhere near you to come in🍷later, but appreciate yr efforts! I'm not front line acute (community hospital) but still had patients test +ve. Ppl are naive. Still threat. Easy transmission, horrible disease. Long term effects. V much not over.","2metres,masks",2
Climate Change is a Real Concern,FAVOR,Did u know th SCOTUS is 2 Decide If Coal Plants Can Keep Emitting Unlimited Mercury 2 r atmosphere?,"SCOTUS,Coal,Emitting,Mercury,POTUS,Gop,Justices",2
fauci,FAVOR,"The Devil went down to Georgia and they called him Brian Kemp He refused to order mask wearing, saying all are exempt If you live your life mask-free instead You might end up the next one dead How do I stay alive you ask Use common sense &amp; Wear the Damn Mask!","COVID19,TrustFauci",2
face_masks,FAVOR,MENTION 1. You are reporting 78% uptake on masks in many EU countries and 21% here while Brits stay at home to afraid to go out. Could the reason for this be the lack of mask wearing itself? I know its why I won't go out!,WearAMask,2
Climate Change is a Real Concern,FAVOR,If you do not repent your emission of CO2 you will end up in hell,bible,2
Hillary Clinton,NONE,What a huge win for America! Today is absolutely historic.,"EqualityWins,SCOTUSMarriage",1
school_closures,NONE,I support teachers,"Covid_19,CloseTheSchools",1
Feminist Movement,FAVOR,"LikeAFeminist if you don't identify as a feminist, clearly you don't love yourself sweetie.",LikeAFeminist,2
face_masks,NONE,Excited to get back on the field with our guys this morning!!,WearAMask,1
fauci,AGAINST,"MENTION MENTION Even Fauci FlipFlopped on WearAMask.  First, he said not to ... they're not necessary. ","Fauci,FlipFlopped,WearAMask,FlipFlop,DrFauci",0
fauci,NONE,MENTION We are on a roll! Let’s keep it going!,FireFauci,1
school_closures,FAVOR,What about the kids are being forced to go back to school because their parents are virus/pandemic deniers? Our kiddos are more aware than some give them credit for. That’s not an environment that promotes learning. That’s an environment that can create PTSD.,CloseTheSchools,2
Hillary Clinton,NONE,MENTION   wgn WGNTV - now mentions ROMNEY? Hillary CARE = ROMNEY CARE = Obamacare -- now PUBLIC OPTION for ALL,"wgn,WGNTV,Hillary,Obamacare",1
Legalization of Abortion,NONE,It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. |,humandignity,1
Climate Change is a Real Concern,NONE,MENTION MENTION Yea Yea Yea Yea,"Smackoff,ValKilmer,SeeingWonder,BumSmack",1
face_masks,FAVOR,"MENTION tried outdoor seating in santa cruz ca. unfortunately restaurant cant stop people waiting for a table, hanging out, or coming along a walkway from leaning against their rails too close to diners. plenty of middle school aged kids sans masks","covid,masks",2
fauci,AGAINST,MENTION MENTION MENTION I can't stomach Fauci. His voice is like fingernails on a chalkboard.,"Fauci,FireFauci,FauciTheFraud",0
Hillary Clinton,AGAINST,HillaryClinton is hiring Monsanto lawyers to help her become President. The next president shouldn't be aided by Monsanto,"HillaryClinton,Monsanto",0
fauci,FAVOR,MENTION They have completely dropped the ball on the pandemic and don't care if people die ,"PenceLies,DrFauci,COVID19,TrumpKillsAmericans",2
face_masks,FAVOR,"Shopping at MENTION  Me to ""lady"": If you're not gonna wear a mask, please don't stand next to me or my kid.  Her maga mask half ass wearing husband: ShE hAs A illnEsS, diCk!  Me: Then wear a fucking mask, idiot!  Him: FuCk YoU, cOmMuNiSt cUnT!  Awful humans.",WearADamnMask,2
stay_at_home_orders,NONE,"I now differentiate between ""sleep"" shirts and ""nap"" shirts.",StayAtHomeSaveLives,1
fauci,NONE,MENTION Wow everything changed ! Sorry his son got coronavirus maybe think before you call something a hoax,"coronavirus,IStandWithFauci",1
fauci,AGAINST,MENTION MENTION MENTION MENTION He had a mask on in the middle of the baseball field with hardly anybody around him. Why? For show.,"bye,FauciTheFraud",0
school_closures,NONE,2 months ago my doctor told me that I don't qualify to test for COVID19 and that my medical aid won't cover it. Where do you guys get tested and how much exactly is it?,"COVID19,SchoolsMustShutdown",1
fauci,NONE,MENTION Is he cutting money still for the testing?!,IStandWithFauci,1
Legalization of Abortion,NONE,Equality in the states is a nice step forward to a better America.,ProudToLove,1
Legalization of Abortion,NONE,"Selfish men everywhere: ""BirthControlHelpedMe cheat on my wife! But she found out anyway & our marriage was destroyed.",BirthControlHelpedMe,1
face_masks,FAVOR,"Idc what you say, you're selfish if you refuse to wear a mask. This shouldn't be political.","MaskUp,MaskMoaners",2
stay_at_home_orders,NONE,🎶▶Live fast MENTION MENTION  On Totorimuzik MENTION spinning🔂 LISTENLIVEON OURAPPONPLAYSTORE AND,"Totorimuzik,spinning,OURAPPONPLAYSTORE,WEBSITEONBIO,StaySafeStayHome",1
stay_at_home_orders,FAVOR,"No shadow to depress you, Only joys to surrounded you, God himself to bless you, These are my wishes for you,, Today, Tomorrow and Everyday..!! eidmubarak2020  Eid_Ul_Adha_Mubarak ","eidmubarak2020,Eid_Ul_Adha_Mubarak,StayAtHome,StaySafeStayHome",2
school_closures,FAVOR,"MENTION MENTION Part 2 of 2. At the end of the day, schools with sealed windows, and interior classrooms will have Coronavirus buildup that will increase COVID19 viral load! These building shouldn't be used. Children and teachers are not going to be victims of ""risk mitigation"" ","Coronavirus,COVID19,NotMyChild",2
face_masks,FAVOR,"MENTION MENTION Exactly. This is why I have no sympathy for anti-maskers who get COVID and die. They are selfish assholes that don’t understand or care about simple science. Your mask doesn’t protect you, it protects me, and my mask protects you.",WearADamnMask,2
face_masks,FAVOR,"MENTION MENTION Didn’t u hear? Per one FL woman, she shouldn’t have 2 wear a mask 4 the same reason she doesn’t wear underwear: cause “things gotta breathe”. How many fatal underwear-wearing incidents have you heard of? And what does this lady do when it’s her time of the month?",WearADamnMask,2
fauci,NONE,MENTION I thought Negligent Homicide was more of a felony record..?,"COVID19,DrFauci",1
stay_at_home_orders,NONE,2020 has been about shedding the negatives till now. All that was not working has gone. Clean your soul. Clean your heart. Purify yourself with positive thoughts.,StaySafeStayHome,1
face_masks,FAVOR,"Dear Entitled White Women - Wear. A. Fucking. Mask. You are an embarrassment to white women who actually give a shit about all humans. No matter their skin color, sexual orientation, religion, or origin.",WearADamnMask,2
face_masks,NONE,"Is it just a coincidence that the northern local lockdown happened at the same time as Clinton was outed as being in Epstein’s Island? Also rather hand it is Eid.  Keep red pilling, keep 🙏 and keep",NoMasks,1
fauci,AGAINST,MENTION Fauci is [DS] Fake... He contributed to this in 2005...,FireFauci,0
fauci,FAVOR,"MENTION I prefer people representing our country that believe in science.  If you’re not wearing a mask, you don’t believe in science.   I suppose stopping at a red light, wearing a seatbelt,  and wearing clothes in public is stifling your liberties too. ",FauciIsAHero,2
face_masks,FAVOR,MENTION Me And EVERY ONE IF MY FRIENDS AND FAMILY all over the country  We're staying put as much as possible StaySafe  StayAtHome  StayAtHomeSaveLives  StaySafeStayHealthy  MaskUp  WearYourMaskFL ,"StaySafe,StayAtHome,StayAtHomeSaveLives,StaySafeStayHealthy,MaskUp,WearYourMaskFL,WearAMask",2
school_closures,NONE,"Share your thoughts &amp; type SaveOurSchools in your tweet today between 2 pm and 6 pm for our Schools, Children, Parents &amp; Teachers in Gujarat  🆘RETWEET!! RETWEET!! RETWEET!! RETWEET!! 🆘  SaveOurSchools  SaveOurSchools  SaveOurSchools  SaveOurSchools ","SaveOurSchools,Gujarat,SaveOurSchools,SaveOurSchools,SaveOurSchools,SaveOurSchools,SaveOurSchools",1
school_closures,FAVOR,"PostponeJEE_NEETinCovid We Wont give exams until our parliament is closed and until there is no vaccine. As WHO says covid has become airborne and can travel upto 15 feet, so socil distancing will be a joke at the examination centres.teenagers are at higher risk ","PostponeJEE_NEETinCovid,SaveOurSchools",2
Climate Change is a Real Concern,FAVOR,"FF MENTION, MENTION, MENTION, MENTION, & MENTION. Work for a green energy future.","FF,green",2
fauci,AGAINST,Uh MENTION DrFauci not helping this morning. Sorry. Coronavirus ,"DrFauci,Coronavirus,FoxAndFriends",0
face_masks,AGAINST,"MENTION MENTION MENTION Masks have been mandatory since May in Spain, infections are up,local lockdowns enforced. Follow that logic.  Muslim women wear full face coverings in public.The Muslim community are still suffering the greatest rate of infections in the UK   Follow that logic",masksdontwork,0
face_masks,AGAINST,MENTION Hell they don’t even know it’s their right to throw off their masks. I don’t know how they fall for that one.,NoMasks,0
face_masks,AGAINST,"So we are preparing for the annual normal flu season by encouraging people to immunise  we are preparing for a possible 2nd wave of covid19 with its 99.98% recovery rate  by threatening Lockdowns ,Quarantines, school closures ,face masks etc  you couldnt make it up🤔 ","covid19,nomasks",0
school_closures,NONE,"If government has problem with private schools, why central government is privatising sole of its companies? It is because privatization brings decipline and efficiency in system. If government wants to earn money, why not schools?",SaveOurSchools,1
