Target,Stance,Text,Hashtags,Stance_Processed
school_closures,AGAINST,"schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia schoolreopenindia Schools are safer than malls, gyms and Cinema halls MENTION","schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,schoolreopenindia,SaveOurSchools",0
school_closures,AGAINST,"The Dep of Education has forgotten just how we have lost learners through Suicide due to not performing well in Matric. How does one focus &amp; performs well under these stressing time when schools are closed one week and closed the next, &amp; your educators test +SchoolsMustShutdown",SchoolsMustShutdown,0
school_closures,NONE,So grateful to be entering my 13th year of homeschooling.,NotMyChild,1
school_closures,FAVOR,"Trump doesn’t care about the 135,000 Americans that have died on his watch. His cronies have been released from prison due to the coronavirus. Do you really think he cares about our children?NotMyChild",NotMyChild,2
school_closures,NONE,"Before asking schools to not charge fee for providing service of online education, gujrat government should have arranged free online education to all students of gujrat. Very bad and sad sermon",SaveOurSchools,1
school_closures,NONE,If the US would’ve had a nationwide lockdown to begin with by now we would’ve gone back to our lives and we wouldn’t have to be worrying about whether kids should go back to school or not.,SchoolReopening,1
school_closures,FAVOR,The impact of COVID19 will be disastrous in Africa. Some Parents still allow their kids to do as they will: this is irresponsible. Most of these kids are roaming around without face masks. Government has No Plan:We must be Vigilant &amp; Stay Indoors.,"COVID19,WearAMask,SchoolsMustShutdown",2
school_closures,NONE,The British government has FINALLY taken decisive action to combat the spread of coronavirus  Boris Johnson is now advising we should wash our hands . . . For 30 seconds!  The delay phase has begun. Shit just got real! ,CloseTheSchools,1
school_closures,FAVOR,Who is Angie Motshega if MENTION has said it is not safe for schools to reopen during the spike of the pandemic. Parents let's not take our kids to schools WITH IMMEDIATE EFFECT,SchoolsMustShutdown,2
school_closures,AGAINST,"Since teachers are afraid to reopen schools for the fear of catching Covid, then maybe we should just bring the classroom to Walmart since most of them probably have no problem going in there.",OpenSchools,0
school_closures,FAVOR,"Lockdown mai we are missing friends,teachers,and our class study but have to follow rules for saving ourself from covid-19 that's why we should focus on online study😇SaveOurSchools",SaveOurSchools,2
school_closures,FAVOR,so glad my jurisdiction is doing distance learning and not sending my children back to the coronavirus box in the fall. I'm just out of chemo so I might as well lay down in the road outside of the school and wait for somebody to run me over if they went back,NotMyChild,2
school_closures,FAVOR,"MENTION My two sons, two kids each will not be sending their kids.  One son is a high school teacher whose school will continue on zoom.  His union will strike if told to return. ","SchoolReopening,schools,SchoolsMustShutdown",2
school_closures,FAVOR,Lovely my school dosent care about wether half the school has corona virus as long as we can still breathe we’re still off to school ✌🏼👏🏻 ,CloseTheSchools,2
school_closures,NONE,Can we stop our Nation from development when we know that Private Schools are grooming 50% of our students in India MENTION  Why is the Nation quiet on Gujarat stopping Private Unaided schools from charging fees ,"Gujarat,SaveOurSchools",1
school_closures,FAVOR,"If NYCSchools reopen before COVID19 is under control, then assuming the .1% fatality rate is correct for children, ages 4-18, then the death rate of students in NYC will be 1,127 (rounded) based on current enrollment. ","NYCSchools,COVID19,NYC,Coronavirus,CoronavirusPandemic,SchoolsMustShutdown",2
school_closures,FAVOR,"And yes, I've decided to homeschool &amp; I know that's not an option for everyone, but it's very blasé to say ""Just keep your kid home"" because those kids &amp; teachers will be spreading it to their families &amp; others &amp; into the community. Reopening schools is a big mistake.",NotMyChild,2
school_closures,FAVOR,"Governor MENTION , why aren’t your offices open? If you want all schools open in a month, open your offices today.","COVID19,OpenSchools",2
school_closures,AGAINST,There will be a tax revolt if they indefinitely close the schools. ,OpenSchools,0
school_closures,AGAINST,"MENTION MENTION MENTION Don't agree, open schools and gjve parents choice of remote learning. Which by the way it's not working.",OpenSchools,0
school_closures,NONE,But y’all having a meeting via zoom. ,SchoolReopening,1
school_closures,FAVOR,MENTION MENTION MENTION We aren’t going to have children and grandchildren if you continue to force schools to reopen.,"TrumpIsKillingUs,NotMyChild",2
school_closures,NONE,Focus of government has shifted from fight against Corona to fight against private schools.SaveOurSchools,SaveOurSchools,1
school_closures,AGAINST,Why are counties/states putting children last? They need to go back to school or the socioeconomical divide will widen.,"OpenAmerica,OpenSchools",0
school_closures,FAVOR,MENTION Decisions to send children and teachers back to school is being made by adults in quarantine. Repeat that.,NotMyChild,2
school_closures,FAVOR,This is why so many parents are against this blanket decision by  MENTION . Children want their schools - online for now till they can run into them again. They miss their teachers and imagine what you will do to them when they will not have schools to return to?,SaveOurSchools,2
school_closures,FAVOR,"My game on Sunday has been cancelled consisting of 22 players, yet my college of 4,000 people is still open. Makes sense.","Covid_19,CoronaVirus,CloseTheSchools",2
school_closures,NONE,MENTION MENTION It’s not about masks. It’s about the Teachers Union twisting the tax payers arm for more money. Where does it all end?  Money obviously doesn’t fix failing government schools.,OpenSchools,1
school_closures,FAVOR,"All the schools out there really waiting for someone to get the virus just to confirm this ""corona virus"" is real. There are LITERALLY children under the age of 5 that go to school ",CloseTheSchools,2
school_closures,NONE,"And the COO of the board said “The science isn’t clear on masks.”  I came in hot with — Are you kidding me?!? Masks work, science proves it and other countries are better off then the US because of masks. ",NotMyChild,1
school_closures,FAVOR,"There is no reason to fail our kids like this. They are pushing for schools to open in the name of the economy &amp; because they literally have no plan for anything else despite having months to plan. There is no reason any children or staff need die, NotOneChild ","NotOneChild,CloseTheSchools",2
school_closures,FAVOR,MENTION MENTION This is heartbreaking. Someone not named Trump or DeVos needs to come up with a safe plan or just have all schools online or home school. This is our Future.,"NotMyGrandchild,NotMyChild",2
school_closures,FAVOR,"MENTION It's too dangerous to hold the RNC, but let's send students and teachers back to school  TrumpLiesAmericansDie ","TrumpLiesAmericansDie,NotMyChild",2
school_closures,AGAINST,"You can go to grocery stores, schools should be easy!",OpenSchools,0
school_closures,FAVOR,MENTION MENTION MENTION MENTION And to the Florida of California -  MENTION wants to send children back to school with no masks and no social distancing so my question is this:  Why would you risk the health and well-being of our children?,NotMyChild,2
school_closures,NONE,"Every time you point a finger on others —there are three remaining fingers pointing right back at you.” MENTION MENTION MENTION Reform the government schools where there is a need, don't put your energy in regulating private schools.",SaveOurSchools,1
school_closures,FAVOR,Why is it so important for the Department of Education to open schools na bethuna because thina as parents of these kids the ones who will benefit most from thier education we say they must stay home.SchoolsMustShutdown,SchoolsMustShutdown,2
school_closures,NONE,"After reading this through carefully and noting there was only partial quarantine while in Egypt, I’m even more convinced of community spread in Iowa from returning passengers","COVID19,FlattenTheCurve,CloseTheSchools",1
school_closures,NONE,MENTION if you want something to be done in this country... Get the taxis behind you.,CloseTheSchools,1
school_closures,NONE,MENTION MENTION you are awful! please stay out of education and our schools.,NotMyChild,1
school_closures,NONE,"If you don’t see martial law coming &amp; canceling our election, you must look ahead.We cannot exercise our 1st Amendment Rights to protest police brutality with this maniac in a red tie in office. Every other country can; even Russia! TrumpLiesAmericansDie   ","TrumpLiesAmericansDie,NotMyChild",1
school_closures,FAVOR,we request our respected Prime Minister  MENTION and our education minister MENTION to announce opening of schools after Eid.,OpenSchools,2
school_closures,FAVOR,MENTION won’t close because parents can’t afford to lose working hours or will struggle to find childcare and some students eat their main meals at school. The system is broken and ultimately there may be some serious consequences down the road.,"COVID19,CloseTheSchools",2
school_closures,AGAINST,MENTION Parents in LA need to enroll their kids in charter &amp; private schools now and tell the LATU to stuff it! LATU clearly hates children if they want to take away a family's choice of which school is best for their child. Unionless schools with merit pay all the way!,"LATU,OpenSchools",0
school_closures,AGAINST,First they included BPL students in private schools through RTE. Than they controlled fees through FRC. And now they don't want schools to collect fees and yet give education. What habit and trend are we creating for our future?,SaveOurSchools,0
school_closures,FAVOR,"Digital platforms provide a safe COVID free environment for children to keep learning, and be in touch with their teachers &amp; friends. Let schools function MENTION RightToTeach SaveOurSchools MENTION MENTION","RightToTeach,SaveOurSchools,SaveOurSchools",2
school_closures,AGAINST,"So if tonight's family meeting, says ""School are closed"".  What happens to those who paid yearly school fees?  I am no longer homeschooling, my kids will repeat next year. I don't have energy to teach this second term.","coronavirusInSA,SchoolsMustShutdown",0
school_closures,FAVOR,MENTION MENTION When I read this I can’t help but conclude that opening schools is the worst possible thing we could do.,SchoolsMustShutdown,2
school_closures,AGAINST,"MENTION I'm a parent and tax payer &amp; expect a choice as to how my tax dollars are spent. I expect the option for in person learning, specially after the CDC Directors put forth recommendation for all schools to open.",OpenSchools,0
school_closures,FAVOR,"MENTION Coronavirus is too dangerous for Paul Manafort to stay in jail, but they expect our kids to go back to school. ",NotMyChild,2
school_closures,FAVOR,"MENTION MENTION  1. Read real science. 2. &amp; other countries can reopen schools because THEY did the hard work: shutdowns, masks, tests, tracing &amp; isolating. We didn't. 3. Look at Israel. They are closing up schools now.  Children over Trump's campaign, please. ",NotMyChild,2
school_closures,AGAINST,"MENTION It’s seriously insulting how Democrats think we’re all stupid and/or naïve 😡 i’ll tell you where I am, cut off all federal funding for any who dont comply w opening schools There’s no reason for it!Wear 😷 and keep 5ft distance, hand sanitizers stations","Democrats,federal,OpenSchools",0
school_closures,NONE,"MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION Help protect us! We need more testing, more quarantines and more leadership! SOS","coronavirus,CoronaVirusUpdate,CDC,CloseTheSchools",1
school_closures,FAVOR,MENTION You think someone actually wrote that line for her?  What a stupid thing to say.  But I guess Pence started it with CDC guidelines 'won't be the reason we won't open schools.' ,NotMyChild,2
school_closures,FAVOR,I have grandparents that have heart defects and lung problems and they can’t risk getting covid-19 because they WILL die from it. We can’t sit here and wait for someone from my brother’s school to get the virus because that puts my grandparents at risk. Please,CloseTheSchools,2
school_closures,NONE,I have a joke on Indian Education System but Private Schools won't get it.,SaveOurSchools,1
school_closures,NONE,"MENTION By that logic, everything private, be it the FMGC industry, or automobile industry, or service sectors, all should provide free of cost services till they go bankrupt. Why only schools!? It's really sad, and makes one question the sanity of the ppl in power. :( ",SaveOurSchools,1
school_closures,FAVOR,"The colder it becomes the higher the level of Covid-19 cases rise...our children aren’t coping at all. Although the curriculum has to be covered mara not like this,come on now! Most of the learners are in hospitals right now, so what’s the use grand sharp?SchoolsMustShutdown",SchoolsMustShutdown,2
school_closures,FAVOR,"When trump says,""You don't have to wear a mask."" I'm wearing a mask. When trump says""Covid is a hoax."" I know it's real. When trump says""Beaches,bars &amp;casinos must open."" I'm staying home.  When trump insists,""Children should go to school,"" during a pandemic. I shout",NotMyChild,2
school_closures,NONE,"Just a quick update to my U.S. followers, I'll be making a stop in all 50 states this spring!  No tickets needed, just don't wash your hands, cough on each other, etc! ","COVID19,coronavirus,CoronavirusOutbreak,CloseTheSchools",1
school_closures,FAVOR,MENTION MENTION Children over age 10 have been shown to transmit the virus at the same rate as adults.   There are a whole lot of kids age 10-18 that are going to carry the disease all through their schools and out into the communities. GOPDeathCult ,"GOPDeathCult,CloseTheSchools",2
school_closures,FAVOR,why wait for STUDENTS! yes! FUCKING STUDENTS! to get the corona virus before closing schools! close schools before the virus spreads further!,CloseTheSchools,2
school_closures,NONE,"Do you know why there are no new schools coming up in Gujarat? Guess what FRC, RTE and host of draconian regulations.",SaveOurSchools,1
school_closures,NONE,"MENTION, your version of America really, really sucks.","FailedLeadership,TrumpVirus,PortlandKidnappings,KidsInCages,BlackLivesMatter,TrumpLiesAmericansDie,BountyGateAintGoingAway,DontDrinkBleach,NotMyChild",1
school_closures,FAVOR,But now it’s ok to send them to school meanwhile coronavirus it’s still infecting anyone  There’s no cure No vaccine No treatment   &amp; something like WearAMaskSaveALife is a fighting issue  Parents Listen to Science Facts Medical Experts  Your children depend on you ,"coronavirus,WearAMaskSaveALife,NotMyChild",2
school_closures,AGAINST,SaveOurSchools Learning is a fundamental right that no child should be deprived of. RightToLearn RightToTeach How will that happen if you stop schools? MENTION MENTION ,"SaveOurSchools,RightToLearn,RightToTeach,SaveOurSchools",0
school_closures,FAVOR,"I live in King County, two towns from the epicenter of COVID-19  Schools are open but 1/2 full  At elem schools, kids sneeze, spit when talking, eat from a salad bar &amp; might be carriers w few symptoms  CLOSE, subsidize needed school lunches &amp; send teachers home ",CloseTheSchools,2
school_closures,FAVOR,MENTION you commented that kids are not spreaders and less susceptible but many countries have had to close schools because of spread.  You need to research more before speaking.,NotMyChild,2
school_closures,NONE,"Most are invested in thinking about continued learning for children. But for that to happen, schools must be able to collect what it rightfully due to them and pay their teachers and help them continue skilling up. They need as teachers to continue",SaveOurSchools,1
school_closures,FAVOR,"MENTION Well, the reopening of schools should go smoothly. I was told that anyone with a fever can return to school 24 hours after it breaks. There’s no testing, not even a doctor’s note required for staff and students to return.  ","NotMyKid,NotMyChild",2
school_closures,FAVOR,MENTION No every elected official who supports opening the schools should be forced to send their kids and grandchildren.,SchoolsMustShutdown,2
school_closures,FAVOR,My school only washes lunch tables with pure water; NOTHING ELSE. Fast and efficient way to get coronavirus.,CloseTheSchools,2
school_closures,FAVOR,"MENTION MENTION MENTION It's not only about children. It's also about what they are going to bring home. It's also about adults, parents, esp. grandparents and so on. Look at Israel. They opened the schools and next thing was an explosion of cases among children AND adults.",NotMyChild,2
school_closures,AGAINST,There is a difference between policy governance and bureaucratic dictatorship! Your order is equivalent to banning education for kids. How can schools teach without getting paid? SaveOurSchools MENTION MENTION MENTION  MENTION ,"SaveOurSchools,SaveOurSchools",0
school_closures,FAVOR,Our teachers aren't covid bouncers. These must happen: 1. Getting real PPEs' used by front line staff in hospitals not just the sanitizers and only two masks. What nonsense is that. 2. DBE should insure that classrooms have correct ventilation  ,SchoolsMustShutdown,2
school_closures,FAVOR,Isn’t it funny how people who do not have children in public schools all want schools to open? It’s like men telling women what to do with their bodies. Whoever insists on opening schools  need to spend a week its the kids. Good luck,"IfSchoolsReopenNow,SchoolsMustShutdown",2
school_closures,FAVOR,MENTION Vaccine first. ,"notmykid,NotMyChild",2
school_closures,NONE,"MENTION , so you caved. Got it...CDCTrumpVirus","CDCTrumpVirus,TrumpVirus,SchoolsMustShutdown",1
school_closures,FAVOR,"The Republicans didn’t care about gun violence in our schools, why would they care about a virus!",NotMyChild,2
school_closures,FAVOR,"Alyssa_Milano: Trump has cancelled the RNC Convention in Jacksonville, FL due to concerns about covid19.   But he wants us to send our children to school.  ","covid19,NotMyChild",2
school_closures,NONE,How’s is taking your temp part of a positive outcome for COVID when they infact say a temp doesn’t gaurentee not having COVID-19   So taking a temp doesn’t prove shit. Fuck you Gov. my,NotMyChild,1
school_closures,NONE,"MENTION MENTION MENTION Person. Woman. Man. Camera. TV.  Trump cares about all 5 of these, because they're the only things he can remember.   It's the 4,000,000 infected &amp; 147,000 dead Americans Trump doesn't care about.Too many zeros.Too distracting.   PersonWomanManCameraTv  TrumpVirus ","PersonWomanManCameraTv,TrumpVirus,NotMyChild",1
school_closures,NONE,"“At the same time, one of the few things we know about the coronavirus with any degree of certainty is that the risk of contracting it diminishes outside — a review of 7,000 cases in China recorded only one instance of fresh-air transmission.”","OpenFCPS,OpenSchools",1
school_closures,NONE,"Children are the future of our nation, in pandemic situation schools and teachers are providing digital education that is so far a need of modern education era. Even our Constitution has given everyone the right of education. For our bright future.........SaveOurSchools",SaveOurSchools,1
school_closures,NONE,If the fees are to high then bann the electricity bill and gas bills. Can you do this? How can you say this that fees are to high? If you want good education then you have to pay the fees. That's why people their first choice is private schools not government,SaveOurSchools,1
school_closures,AGAINST,"School makes a child educators , doctor ,engineer and many more . And know schools are suffering by this person who themelves are grownup and build by their schools. Self-respect  is more pandemic then Corona for schools and teachers .Please save your school .SaveOurSchools",SaveOurSchools,0
school_closures,AGAINST,MENTION wants to open schools this fall so like clockwork the Dems declare that they want them closed   Predictable   He should pull a George Costanza and propose the opposite so that the Dems end up doing GOP policy ,OpenSchools,0
school_closures,FAVOR,Teachers put in a lot of effort to conduct online class. Listen to the teacher and it's a good mode of education in the current scenario. How do we expect schools to pay them without any fees. ,"SaveOurSchools,RightToLearn",2
school_closures,NONE,doing my college a solid just emailed in saying i’ve self isolated and only had corona virus for like 7-8 days now so should be ok 😊 don’t thank me yet,"COVID2019uk,CloseTheSchools",1
school_closures,FAVOR,"Even if a vaccine was released tomorrow, I still would not send my child to school! ",NotMyChild,2
school_closures,FAVOR,"MENTION MENTION Part 2 of 2. At the end of the day, schools with sealed windows, and interior classrooms will have Coronavirus buildup that will increase COVID19 viral load! These building shouldn't be used. Children and teachers are not going to be victims of ""risk mitigation"" ","Coronavirus,COVID19,NotMyChild",2
school_closures,AGAINST,Strengthen the schooling system don’t break it down... Teachers matter! Students matter! Schools provide the platform 🙏🏻SaveOurSchools,SaveOurSchools,0
school_closures,AGAINST,"""How about you go through what my friend did with COVID__19 ""  I bet you know somone who has been seriously/permanently injured or killed in an auto accident but you still drive.   Try again.  ","COVID__19,coronavirus,StayAtHome,OPENAMERICANOW,OpenSchools",0
school_closures,AGAINST,SaveOurSchools Don't discourage the schools and teachers by stopping their salaries MENTION RightToTeach MENTION MENTION,"SaveOurSchools,RightToTeach,RightToLearn",0
school_closures,FAVOR,"we gotta go back to school, i bet once they start pushing kids back to school, there will be a massive increase in cases. Kinda sad how they still don’t realize we are in the middle of a pandemic where cases are still rising erryday.","SchoolReopening,SchoolsMustShutdown",2
school_closures,FAVOR,"Like what are we going to do if we get it, is there a cure for coronavirus? no. cancel school. We don’t want more children getting sick. MENTION","Coronavid19,coronavirus,coronavirusaustralia,Covid_19australia,CloseTheSchools",2
